name,nat,dob,bp,ateam,league,year,dteam,overall,removed,why,height,weight,pos,shoots
Artturi Lehkonen,FIN,1995-07-04,"Piikkio, Finland",Kalpa,FINLAND,2013-01-01,8,55,N,,71.0,163.0,LW,L
Marco Roy,CAN,1994-11-05,"Ste-Foy, QC  CAN",Blainville-Boisbriand,QMJHL,2013-01-01,22,56,N,,72.0,175.0,C,L
William Carrier,CAN,1994-12-20,"LaSalle, QC  CAN",Cape Breton,QMJHL,2013-01-01,19,57,N,,73.0,198.0,LW,L
Tyler Bertuzzi,CAN,1995-02-24,"Sudbury, ON  CAN",Guelph,OHL,2013-01-01,17,58,N,,72.0,178.0,LW,L
Eric Comrie,CAN,1995-07-06,"Edmonton, AB  CAN",Tri-City,WHL,2013-01-01,52,59,N,,72.0,167.0,G,L
Linus Arnesson,SWE,1994-09-21,"Stockholm, Sweden",Djurgarden,SWEDEN-2,2013-01-01,6,60,N,,74.0,187.0,D,L
Zach Sanford,USA,1994-11-09,"Salem, MA  USA",Islanders,EJHL,2013-01-01,15,61,N,,75.0,185.0,LW,L
Yan Pavel Laplante,CAN,1995-04-23,"Ste-Martine, QC  CAN",Pei,QMJHL,2013-01-01,27,62,N,,72.0,178.0,C,L
Spencer Martin,CAN,1995-06-08,"Oakville, ON  CAN",Mississauga,OHL,2013-01-01,21,63,N,,74.0,198.0,G,L
Jonathan-Ismael Diaby,CAN,1994-11-16,"Montreal, QC  CAN",Victoriaville,QMJHL,2013-01-01,18,64,N,,77.0,223.0,D,L
Adam Tambellini,CAN,1994-11-01,"Port Moody, BC  CAN",Surrey,BCHL,2013-01-01,3,65,N,,74.0,169.0,C,L
Brett Pesce,USA,1994-11-15,"Tarrytown, NY  USA",New Hampshire,H-EAST,2013-01-01,12,66,N,,74.0,170.0,D,R
Keegan Kanzig,CAN,1995-02-26,"Athabasca, AB  CAN",Victoria,WHL,2013-01-01,20,67,N,,79.0,241.0,D,L
Niklas Hansson,SWE,1995-01-08,"Helsingborg, Sweden",Rogle Jr.,SWEDEN-JR.,2013-01-01,25,68,N,,72.0,175.0,D,R
Nick Baptiste,CAN,1995-08-04,"Ottawa, ON  CAN",Sudbury,OHL,2013-01-01,7,69,N,,72.0,189.0,RW,R
Eamon Mcadam,USA,1994-09-24,"Doylestown, PA  USA",Waterloo,USHL,2013-01-01,2,70,N,,74.0,188.0,G,L
Connor Crisp,CAN,1994-04-08,"Alliston, ON  CAN",Erie,OHL,2013-01-01,8,71,N,,75.0,225.0,LW,L
Tyrell Goulbourne,CAN,1994-01-26,"Edmonton, AB  CAN",Kelowna,WHL,2013-01-01,4,72,N,,70.0,195.0,LW,L
Ryan Kujawinski,CAN,1995-03-30,"Kirkland Lake, ON  CAN",Kingston,OHL,2013-01-01,1,73,N,,73.0,204.0,C,L
John Hayden,USA,1995-02-14,"Chicago, IL  USA",Usa U-18,USHL,2013-01-01,16,74,N,,74.0,210.0,C,R
Pavel Buchnevich,RUS,1995-04-17,"Cherepovets, Russia",Cherepovets 2,Russia-Jr.,2013-01-01,3,75,N,,73.0,176.0,LW,L
Taylor Cammarata,USA,1995-05-13,"Minneapolis, MN  USA",Waterloo,USHL,2013-01-01,2,76,N,,67.0,156.0,C,L
Jake Guentzel,USA,1994-10-06,"Omaha, NE  USA",Sioux City,USHL,2013-01-01,5,77,N,,69.0,157.0,C,L
Marcus Hogberg,SWE,1994-11-25,"Orebro, Sweden",Linkoping Jr.,SWEDEN-JR.,2013-01-01,9,78,N,,76.0,205.0,G,L
Mattias Janmark,SWE,1992-12-08,"Stockholm, Sweden",Aik,SWEDEN,2013-01-01,17,79,N,,73.0,189.0,C,L
Anthony Duclair,CAN,1995-08-26,"Pointe-Claire, QC  CAN",Quebec,QMJHL,2013-01-01,3,80,N,,71.0,177.0,LW,L
Kurtis Gabriel,CAN,1993-04-20,"Newmarket, ON  CAN",Owen Sound,OHL,2013-01-01,30,81,N,,76.0,212.0,RW,R
Carter Verhaeghe,CAN,1995-08-14,"Toronto, ON  CAN",Niagara,OHL,2013-01-01,10,82,N,,73.0,181.0,C,L
Bogdan Yakimov,RUS,1994-10-04,"Nizhnekamsk, Russia",Nizhnekamsk 2,Russia-Jr.,2013-01-01,22,83,N,,77.0,202.0,C,L
Jimmy Lodge,USA,1995-03-05,"West Chester, PA  USA",Saginaw,OHL,2013-01-01,52,84,N,,72.0,166.0,C,R
Cole Cassels,USA,1995-05-04,"Hartford, CT  USA",Oshawa,OHL,2013-01-01,23,85,N,,72.0,178.0,C,R
Sven Andrighetto,CHE,1993-03-21,"Zurich, Switzerland",Rouyn-Noranda,QMJHL,2013-01-01,8,86,N,,69.0,175.0,RW,L
Keaton Thompson,USA,1995-09-14,"Devils Lake, ND  USA",Usa U-18,USHL,2013-01-01,24,87,N,,72.0,187.0,D,L
Anton Slepyshev,RUS,1994-05-13,"Penza, Russia",Ufa,Russia,2013-01-01,22,88,N,,74.0,194.0,LW,L
Oliver Bjorkstrand,DNK,1995-04-10,"Herning, Denmark",Portland,WHL,2013-01-01,29,89,N,,70.0,166.0,RW,R
Peter Cehlarik,SVK,1995-08-02,"Zilina, Slovakia",Lulea Jr.,SWEDEN-JR.,2013-01-01,6,90,N,,74.0,192.0,LW,L
Jc Lipon,CAN,1993-07-10,"Regina, SK  CAN",Kamloops,WHL,2013-01-01,52,91,N,,71.0,180.0,RW,R
Evan Cowley,CAN,1995-07-31,"Cranbrook, BC  CAN",Wichita Falls,NAHL,2013-01-01,13,92,N,,75.0,182.0,G,L
Mason Geertsen,CAN,1995-04-19,"Drayton Valley, AB  CAN",Vancouver,WHL,2013-01-01,21,93,N,,75.0,199.0,D,L
Jackson Houck,CAN,1995-02-27,"North Vancouver, BC  CAN",Vancouver,WHL,2013-01-01,22,94,N,,72.0,186.0,RW,R
Felix Girard,CAN,1994-05-09,"Levis, QC  CAN",Baie Comeau,QMJHL,2013-01-01,18,95,N,,71.0,190.0,C,R
Kyle Platzer,CAN,1995-03-04,"Waterloo, ON  CAN",London,OHL,2013-01-01,22,96,N,,71.0,185.0,C,R
Michael Downing,USA,1995-05-19,"Canton, MI  USA",Dubuque,USHL,2013-01-01,13,97,N,,74.0,192.0,D,L
Matt Buckles,CAN,1995-05-05,"Toronto, ON  CAN",St. Michael'S,OJHL,2013-01-01,13,98,N,,73.0,205.0,C,R
Juuse Saros,FIN,1995-04-19,"Forssa, Finland",Hpk Jr.,Finland Jr.,2013-01-01,18,99,N,,70.0,178.0,G,L
Miles Wood,USA,1995-09-13,"Buffalo, NY  USA",Nobles,HIGH-MA,2013-01-01,1,100,N,,72.0,160.0,LW,L
Nick Paul,CAN,1995-03-20,"Mississauga, ON  CAN",Brampton,OHL,2013-01-01,25,101,N,,74.0,202.0,LW,L
Tobias Lindberg,SWE,1995-07-22,"Stockholm, Sweden",Djurgarden Jr.,SWEDEN-JR.,2013-01-01,9,102,N,,75.0,200.0,RW,L
Justin Auger,CAN,1994-05-14,"Kitchener, ON  CAN",Guelph,OHL,2013-01-01,26,103,N,,79.0,229.0,RW,R
Andrew Copp,USA,1994-07-08,"Ann Arbor, MI  USA",U. Of Michigan,CCHA,2013-01-01,52,104,N,,72.0,188.0,C,L
Nick Moutrey,CAN,1995-06-24,"Toronto, ON  CAN",Saginaw,OHL,2013-01-01,29,105,N,,74.0,208.0,C,L
Stephon Williams,USA,1993-04-28,"Fairbanks, AK  USA",Minnesota State,WCHA,2013-01-01,2,106,N,,73.0,194.0,G,L
Dylan Labbe,CAN,1995-01-09,"St-George, QC  CAN",Shawinigan,QMJHL,2013-01-01,30,107,N,,73.0,205.0,D,L
Ben Harpur,CAN,1995-01-12,"Hamilton, ON  CAN",Guelph,OHL,2013-01-01,9,108,N,,77.0,210.0,D,L
David Pope,CAN,1994-09-27,"Edmonton, AB  CAN",West Kelowna,BCHL,2013-01-01,17,109,N,,74.0,187.0,LW,L
Ryan Graves,CAN,1995-05-21,"Yarmouth, NS  CAN",Pei,QMJHL,2013-01-01,3,110,N,,76.0,220.0,D,L
Robin Norell,SWE,1995-02-18,"Stockholm, Sweden",Djurgarden Jr.,SWEDEN-JR.,2013-01-01,16,111,N,,71.0,189.0,D,L
Zach Pochiro,USA,1994-03-06,"St. Louis, MO  USA",Prince George,WHL,2013-01-01,19,112,N,,73.0,159.0,LW,R
Aidan Muir,CAN,1995-08-21,"Brampton, ON  CAN",Victory Honda Midget,MWEHL,2013-01-01,22,113,N,,75.0,182.0,RW,R
Jan Kostalek,CZE,1995-02-17,"Prague, Czech Republic",Rimouski,QMJHL,2013-01-01,52,114,N,,72.0,181.0,D,R
Jordan Subban,CAN,1995-03-03,"Toronto, ON  CAN",Belleville,OHL,2013-01-01,23,115,N,,69.0,175.0,D,R
Martin Reway,CZE,1995-01-24,"Prague, Czech Republic",Gatineau,QMJHL,2013-01-01,8,116,N,,68.0,158.0,LW,L
Fredrik Bergvik,SWE,1995-02-14,"Stockholm, Sweden",Frolunda Jr.,SWEDEN-JR.,2013-01-01,28,117,N,,73.0,189.0,G,L
Hudson Fasching,USA,1995-07-28,"Milwaukee, WI  USA",Usa U-18,USHL,2013-01-01,26,118,N,,73.0,213.0,RW,R
Ryan Segalla,USA,1994-12-29,"Boston, MA  USA",Salisbury,HIGH-CT,2013-01-01,5,119,N,,72.0,190.0,D,L
Ryan Fitzgerald,USA,1994-10-19,"Boca Raton, FL  USA",Valley,EJHL,2013-01-01,6,120,N,,69.0,170.0,C,R
Tyler Motte,USA,1995-03-10,"St. Clair, MI  USA",Usa U-18,USHL,2013-01-01,16,121,N,,69.0,190.0,C,L
Christopher Clapperton,CAN,1994-02-22,"Chandler, QC  CAN",Blainville-Boisbriand,QMJHL,2013-01-01,13,122,N,,69.0,174.0,LW,L
Will Butcher,USA,1995-01-06,"Sun Prairie, WI  USA",Usa U-18,USHL,2013-01-01,21,123,N,,69.0,191.0,D,L
Kristers Gudlevskis,LVA,1992-07-31,"Aizkraukle, Latvia",Riga 2,Russia-Jr.,2013-01-01,14,124,N,,76.0,190.0,G,L
Saku Maenalanen,FIN,1994-05-29,"Kemi, Finland",Karpat Jr.,Finland Jr.,2013-01-01,18,125,N,,75.0,176.0,RW,L
Brent Pedersen,CAN,1995-07-05,"Kitchener, ON  CAN",Kitchener,OHL,2013-01-01,12,126,N,,74.0,205.0,LW,L
Tucker Poolman,USA,1993-06-08,"Dubuque, IA  USA",Omaha,USHL,2013-01-01,52,127,N,,74.0,199.0,D,R
Evan Campbell,CAN,1993-03-01,"Port Coquitlam, BC  CAN",Langley,BCHL,2013-01-01,22,128,N,,73.0,175.0,LW,L
Cal Petersen,USA,1994-10-19,"Waterloo, IA  USA",Waterloo,USHL,2013-01-01,7,129,N,,74.0,183.0,G,R
Gustav Possler,SWE,1994-11-11,"Sodertalje, Sweden",Modo Jr.,SWEDEN-JR.,2013-01-01,7,130,N,,72.0,183.0,RW,L
Cole Ully,CAN,1995-02-20,"Calgary, AB  CAN",Kamloops,WHL,2013-01-01,25,131,N,,70.0,164.0,LW,L
Terrance Amorosa,CAN,1994-11-13,"Kirkland, QC  CAN",Holderness,HIGH-NH,2013-01-01,4,132,N,,73.0,185.0,D,L
Connor Clifton,USA,1995-04-28,"Long Branch, NJ  USA",Usa U-18,USHL,2013-01-01,27,133,N,,70.0,175.0,D,R
Luke Johnson,USA,1994-09-19,"Grand Forks, ND  USA",Lincoln,USHL,2013-01-01,16,134,N,,71.0,179.0,C,R
Eric Roy,CAN,1994-10-24,"Meadow Lake, SK  CAN",Brandon,WHL,2013-01-01,20,135,N,,74.0,180.0,D,L
Viktor Crus Rydberg,SWE,1995-03-21,"Vaxjo, Sweden",Linkoping Jr.,SWEDEN-JR.,2013-01-01,2,136,N,,71.0,190.0,C,R
Carson Soucy,CAN,1994-07-27,"Viking, AB  CAN",Spruce Grove,AJHL,2013-01-01,30,137,N,,76.0,212.0,D,L
Vincent Dunn,CAN,1995-09-14,"Hull, QC  CAN",Val D'Or,QMJHL,2013-01-01,9,138,N,,71.0,172.0,C,L
Mitch Wheaton,CAN,1995-02-06,"Sherwood Park, AB  CAN",Kelowna,WHL,2013-01-01,17,139,N,,76.0,228.0,D,L
Teemu Kivihalme,USA,1995-06-17,"Cloquet, MN  USA",Burnsville,HIGH-MN,2013-01-01,18,140,N,,71.0,161.0,D,L
Michael Brodzinski,USA,1995-05-28,"Coon Rapids, MN  USA",Muskegon,USHL,2013-01-01,28,141,N,,71.0,190.0,D,R
Fabrice Herzog,CHE,1994-12-09,"Frauenfeld, Switzerland",Zug Jr.,SWISS-JR.,2013-01-01,10,142,N,,74.0,176.0,RW,L
Anthony Florentino,USA,1995-01-30,"Boston, MA  USA",South Kent School,HIGH-CT,2013-01-01,7,143,N,,73.0,227.0,D,R
Blake Heinrich,USA,1995-02-17,"Cambridge, MN  USA",Sioux City,USHL,2013-01-01,15,144,N,,70.0,194.0,D,L
Anton Cederholm,SWE,1995-02-21,"Helsingborg, Sweden",Rogle Jr.,SWEDEN-JR.,2013-01-01,23,145,N,,73.0,204.0,D,L
Patrik Bartosak,CZE,1993-03-29,"Novy Jicin, Czech Republic",Red Deer,WHL,2013-01-01,26,146,N,,73.0,193.0,G,L
Grant Besse,USA,1994-07-14,"Plymouth, MN  USA",Benilde-St. Margaret'S,HIGH-MN,2013-01-01,24,147,N,,69.0,177.0,RW,L
Jonny Brodzinski,USA,1993-06-19,"Ham Lake, MN  USA",St. Cloud State,WCHA,2013-01-01,26,148,N,,72.0,202.0,C,L
Matej Paulovic,SVK,1995-01-13,"Topolcany, Slovakia",Farjestad Jr.,SWEDEN-JR.,2013-01-01,25,149,N,,75.0,187.0,LW,R
Wiley Sherman,USA,1995-05-24,"Greenwich, CT  USA",Hotchkiss School,HIGH-CT,2013-01-01,6,150,N,,77.0,206.0,D,L
Gage Ausmus,USA,1995-04-22,"Billings, MT  USA",Usa U-18,USHL,2013-01-01,28,151,N,,72.0,211.0,D,L
Josh Brown,CAN,1994-01-21,"London, ON  CAN",Oshawa,OHL,2013-01-01,13,152,N,,77.0,213.0,D,R
Ben Storm,USA,1994-03-30,"Laurium, MI  USA",Muskegon,USHL,2013-01-01,21,153,N,,78.0,216.0,D,L
Henri Ikonen,FIN,1994-04-17,"Savonlinna, Finland",Kingston,OHL,2013-01-01,14,154,N,,71.0,184.0,LW,L
Emil Pettersson,SWE,1994-01-14,"Sundsvall, Sweden",Timra Jr.,SWEDEN-JR.,2013-01-01,18,155,N,,73.0,158.0,C,L
Tyler Ganly,CAN,1995-03-22,"Mississauga, ON  CAN",Sault Ste. Marie,OHL,2013-01-01,12,156,N,,73.0,201.0,D,R
Tim Harrison,USA,1994-01-11,"Duxbury, MA  USA",Dexter School,HIGH-MA,2013-01-01,20,157,N,,75.0,175.0,RW,R
Ben Betker,CAN,1994-09-29,"Cranbrook, BC  CAN",Everett,WHL,2013-01-01,22,158,N,,77.0,200.0,D,L
Sean Malone,USA,1995-04-30,"Buffalo, NY  USA",Usa U-18,USHL,2013-01-01,7,159,N,,71.0,183.0,C,L
Myles Bell,CAN,1993-08-19,"Calgary, AB  CAN",Kelowna,WHL,2013-01-01,1,160,N,,71.0,212.0,LW,R
Chris Leblanc,USA,1993-09-12,"Winthrop, MA  USA",South Shore,EJHL,2013-01-01,9,161,N,,75.0,195.0,RW,R
Merrick Madsen,USA,1995-08-22,"Preston, ID  USA",Proctor Academy,HIGH-NH,2013-01-01,4,162,N,,76.0,177.0,G,L
Brendan Burke,USA,1995-03-11,"Scottsdale, AZ  USA",Portland,WHL,2013-01-01,27,163,N,,75.0,176.0,G,L
Dane Birks,CAN,1995-08-29,"Merritt, BC  CAN",Merritt,BCHL,2013-01-01,5,164,N,,75.0,190.0,D,R
Markus Soberg,NOR,1995-04-22,"Oslo, Norway",Frolunda Jr.,SWEDEN-JR.,2013-01-01,29,165,N,,72.0,187.0,RW,R
Alan Quine,CAN,1993-02-25,"Belleville, ON  CAN",Belleville,OHL,2013-01-01,2,166,N,,71.0,188.0,C,L
Avery Peterson,USA,1995-06-20,"Grand Rapids, MN  USA",Grand Rapids,HIGH-MN,2013-01-01,30,167,N,,75.0,209.0,C,L
Quentin Shore,USA,1994-05-25,"Denver, CO  USA",U. Of Denver,WCHA,2013-01-01,9,168,N,,73.0,189.0,C,R
Marc Mcnulty,CAN,1995-04-05,"Moose Jaw, SK  CAN",Prince George,WHL,2013-01-01,17,169,N,,77.0,185.0,D,L
Mackenzie Skapski,CAN,1994-06-15,"Abbotsford, BC  CAN",Kootenay,WHL,2013-01-01,3,170,N,,74.0,186.0,G,L
Tommy Veilleux,CAN,1995-05-07,"St.-George, QC  CAN",Victoriaville,QMJHL,2013-01-01,18,171,N,,72.0,188.0,LW,L
Antoine Bibeau,CAN,1994-05-01,"Victoriaville, QC  CAN",Pei,QMJHL,2013-01-01,10,172,N,,74.0,207.0,G,L
Santeri Saari,FIN,1994-10-18,"Helsinki, Finland",Jokerit Jr.,Finland Jr.,2013-01-01,19,173,N,,74.0,191.0,D,L
Brian Pinho,USA,1995-05-11,"Beverly, MA  USA",St. John'S Prep,HIGH-MA,2013-01-01,15,174,N,,72.0,173.0,C,R
Mike Williamson,CAN,1993-09-05,"Leduc, AB  CAN",Spruce Grove,AJHL,2013-01-01,23,175,N,,74.0,187.0,D,L
Jeremy Grégoire,CAN,1995-09-05,"Sherbrooke, QC  CAN",Baie Comeau,QMJHL,2013-01-01,8,176,N,,71.0,190.0,C,R
Miro Aaltonen,FIN,1993-06-17,"Joensuu, Finland",Blues,FINLAND,2013-01-01,24,177,N,,70.0,172.0,C,L
Zachary Leslie,CAN,1994-01-31,"Ottawa, ON  CAN",Guelph,OHL,2013-01-01,26,178,N,,72.0,175.0,D,L
Blaine Byron,CAN,1995-02-21,"Ottawa, ON  CAN",Smiths Falls,CCHL,2013-01-01,5,179,N,,71.0,163.0,C,L
Anton Blidh,SWE,1995-03-14,"Molnlycke, Sweden",Frolunda Jr.,SWEDEN-JR.,2013-01-01,6,180,N,,71.0,184.0,LW,L
Anthony Louis,USA,1995-02-10,"Winfield, IL  USA",Usa U-18,USHL,2013-01-01,16,181,N,,66.0,145.0,C,L
Aleksi Makela,FIN,1995-02-08,"Tampere, Finland",Ilves Jr.,Finland Jr.,2013-01-01,25,182,N,,73.0,195.0,D,L
Wilhelm Westlund,SWE,1995-03-15,"Stockholm, Sweden",Farjestad Jr.,SWEDEN-JR.,2013-01-01,21,183,N,,71.0,184.0,D,L
Saku Salminen,FIN,1994-10-20,"Helsinki, Finland",K-Vantaa,FINLAND-2,2013-01-01,14,184,N,,75.0,198.0,C,L
Wade Murphy,CAN,1993-10-22,"Victoria, BC  CAN",Penticton,BCHL,2013-01-01,18,185,N,,71.0,176.0,RW,R
Joel Vermin,CHE,1992-02-05,"Bern, Switzerland",Bern,SWISS,2013-01-01,14,186,N,,71.0,192.0,RW,L
Rushan Rafikov,RUS,1995-05-15,"Saratov, Russia",Yaroslavl 2,Russia-Jr.,2013-01-01,20,187,N,,74.0,181.0,D,L
Gregory Chase,CAN,1995-01-01,"Sherwood Park, AB  CAN",Calgary,WHL,2013-01-01,22,188,N,,72.0,195.0,C,R
Eric Locke,USA,1993-11-21,"Mount Holly, NJ  USA",Saginaw,OHL,2013-01-01,7,189,N,,70.0,184.0,C,L
Brenden Kichton,CAN,1992-06-18,"Spruce Grove, AB  CAN",Spokane,WHL,2013-01-01,52,190,N,,70.0,175.0,D,R
Dominik Kubalik,CZE,1995-08-21,"Plzen, Czech Republic",Sudbury,OHL,2013-01-01,26,191,N,,74.0,179.0,LW,L
David Drake,USA,1995-01-07,"Naperville, IL  USA",Des Moines,USHL,2013-01-01,4,192,N,,75.0,155.0,D,L
Jedd Soleway,CAN,1994-05-12,"Vancouver, BC  CAN",Penticton,BCHL,2013-01-01,27,193,N,,74.0,208.0,C,R
Marcus Karlstrom,SWE,1995-01-06,"Trångsund, Sweden",Aik U18,SWEDEN-JR. U18,2013-01-01,52,194,N,,74.0,181.0,D,R
Peter Quenneville,CAN,1994-03-09,"Edmonton, AB  CAN",Dubuque,USHL,2013-01-01,29,195,N,,71.0,183.0,C,R
Kyle Burroughs,CAN,1995-07-12,"Vancouver, BC  CAN",Regina,WHL,2013-01-01,2,196,N,,71.0,182.0,D,R
Nolan De Jong,CAN,1995-04-25,"Victoria, BC  CAN",Victoria,BCHL,2013-01-01,30,197,N,,74.0,199.0,D,L
John Gilmour,CAN,1993-05-17,"Montreal, QC  CAN",Providence,H-EAST,2013-01-01,20,198,N,,71.0,173.0,D,L
Hampus Melen,SWE,1995-02-28,"Karlskrona, Sweden",Tingsryd,SWEDEN-JR.,2013-01-01,17,199,N,,74.0,165.0,RW,L
Alexandre Belanger,CAN,1995-08-19,"Sherbrooke, QC  CAN",Rouyn-Noranda,QMJHL,2013-01-01,30,200,N,,72.0,170.0,G,L
Jacob Jackson,USA,1994-12-05,"Maplewood, MN  USA",Tartan,HIGH-MN,2013-01-01,28,201,N,,71.0,182.0,C,L
Andreas Johnsson,SWE,1994-11-21,"Gävle, Sweden",Frolunda Jr.,SWEDEN-JR.,2013-01-01,10,202,N,,70.0,183.0,LW,L
Janne Juvonen,FIN,1994-10-03,"Kiihtelysvaara, Finland",Pelicans Jr.,Finland Jr.,2013-01-01,18,203,N,,73.0,183.0,G,L
Tyler Lewington,CAN,1994-12-05,"Edmonton, AB  CAN",Medicine Hat,WHL,2013-01-01,15,204,N,,73.0,189.0,D,R
Miles Liberati,USA,1995-06-21,"Pittsburgh, PA  USA",London,OHL,2013-01-01,23,205,N,,71.0,195.0,D,L
Mackenzie Weegar,CAN,1994-01-07,"Ottawa, ON  CAN",Halifax,QMJHL,2013-01-01,13,206,N,,71.0,183.0,D,R
Emil Galimov,RUS,1992-05-09,"Nizhnekamsk, Russia",Yaroslavl,Russia,2013-01-01,28,207,N,,73.0,169.0,LW,L
Anthony Brodeur,USA,1995-06-08,"Newark, NJ  USA",Shattuck-St. Mary'S,HIGH-MN,2013-01-01,1,208,N,,70.0,177.0,G,L
Troy Josephs,CAN,1994-05-09,"Whitby, ON  CAN",St. Michael'S,OJHL,2013-01-01,5,209,N,,71.0,176.0,C,L
Mitchell Dempsey,CAN,1995-02-27,"Cambridge, ON  CAN",Sault Ste. Marie,OHL,2013-01-01,6,210,N,,74.0,204.0,LW,L
Robin Press,SWE,1994-12-21,"Uppsala, Sweden",Sodertalje,SWEDEN-2,2013-01-01,16,211,N,,74.0,187.0,D,R
Aaron Ekblad,CAN,1996-02-07,"Windsor, ON  CAN",Barrie,OHL,2014-01-01,13,1,N,,75.0,216.0,D,R
Sam Reinhart,CAN,1995-11-06,"West Vancouver, BC  CAN",Kootenay,WHL,2014-01-01,7,2,N,,72.0,190.0,C,R
Leon Draisaitl,DEU,1995-10-27,"Cologne, Germany",Prince Albert,WHL,2014-01-01,22,3,N,,73.0,204.0,C,L
Sam Bennett,CAN,1996-06-20,"Holland Landing, ON  CAN",Kingston,OHL,2014-01-01,20,4,N,,72.0,178.0,C,L
Michael Dal Colle,CAN,1996-06-20,"Woodbridge, ON  CAN",Oshawa,OHL,2014-01-01,2,5,N,,73.0,182.0,LW,L
Jake Virtanen,CAN,1996-08-17,"Langley, BC  CAN",Calgary,WHL,2014-01-01,23,6,N,,72.0,208.0,RW,R
Haydn Fleury,CAN,1996-07-08,"Carlyle, SK  CAN",Red Deer,WHL,2014-01-01,12,7,N,,74.0,203.0,D,L
William Nylander,CAN,1996-05-01,"Calgary, AB  CAN",Modo,SWEDEN,2014-01-01,10,8,N,,71.0,169.0,C,R
Nikolaj Ehlers,DNK,1996-02-14,"Aalborg, Denmark",Halifax,QMJHL,2014-01-01,52,9,N,,70.0,176.0,LW,L
Nick Ritchie,CAN,1995-12-05,"Orangeville, ON  CAN",Peterborough,OHL,2014-01-01,24,10,N,,74.0,226.0,LW,L
Kevin Fiala,CHE,1996-07-22,"St. Gallen, Switzerland",Hv 71 Jr.,SWEDEN-JR.,2014-01-01,18,11,N,,70.0,180.0,LW,L
Brendan Perlini,GBR,1996-04-27,"Guildford, United Kingdom",Niagara,OHL,2014-01-01,53,12,N,,74.0,205.0,LW,L
Jakub Vrana,CZE,1996-02-28,"Prague, Czech Republic",Linkoping,SWEDEN,2014-01-01,15,13,N,,71.0,185.0,RW,L
Julius Honka,FIN,1995-12-03,"Jyväskylä, Finland",Swift Current,WHL,2014-01-01,25,14,N,,70.0,180.0,D,R
Dylan Larkin,USA,1996-07-30,"Waterford, MI  USA",Usa U-18,USHL,2014-01-01,17,15,N,,72.0,190.0,C,L
Sonny Milano,USA,1996-05-12,"Massapequa, NY  USA",Usa U-18,USHL,2014-01-01,29,16,N,,71.0,183.0,LW,L
Travis Sanheim,CAN,1996-03-29,"Elkhorn, MB  CAN",Calgary,WHL,2014-01-01,4,17,N,,75.0,181.0,D,L
Alex Tuch,USA,1996-05-10,"Syracuse, NY  USA",Usa U-18,USHL,2014-01-01,30,18,N,,76.0,222.0,RW,R
Tony Deangelo,USA,1995-10-24,"Sewell, NJ  USA",Sarnia,OHL,2014-01-01,14,19,N,,70.0,175.0,D,R
Nick Schmaltz,USA,1996-02-23,"Madison, WI  USA",Green Bay,USHL,2014-01-01,16,20,N,,71.0,172.0,C,R
Robby Fabbri,CAN,1996-01-22,"Mississauga, ON  CAN",Guelph,OHL,2014-01-01,19,21,N,,70.0,170.0,C,L
Kasperi Kapanen,FIN,1996-07-23,"Kuopio, Finland",Kalpa,FINLAND,2014-01-01,5,22,N,,72.0,181.0,RW,R
Conner Bleackley,CAN,1996-02-07,"High River, AB  CAN",Red Deer,WHL,2014-01-01,21,23,N,,72.0,192.0,C,R
Jared Mccann,CAN,1996-05-31,"Stratford, ON  CAN",Sault Ste. Marie,OHL,2014-01-01,23,24,N,,72.0,179.0,C,L
David Pastrnak,CZE,1996-05-25,"Havirov, Czech Republic",Sodertalje,SWEDEN-2,2014-01-01,6,25,N,,72.0,167.0,RW,R
Nikita Scherbak,RUS,1995-12-30,"Moscow, Russia",Saskatoon,WHL,2014-01-01,8,26,N,,73.0,175.0,RW,L
Nikolay Goldobin,RUS,1995-10-07,"Moscow, Russia",Sarnia,OHL,2014-01-01,28,27,N,,71.0,178.0,RW,L
Joshua Ho-Sang,CAN,1996-01-22,"Toronto, ON  CAN",Windsor,OHL,2014-01-01,2,28,N,,71.0,175.0,C,R
Adrian Kempe,SWE,1996-09-13,"Kramfors, Sweden",Modo,SWEDEN,2014-01-01,26,29,N,,73.0,187.0,LW,L
John Quenneville,CAN,1996-04-16,"Edmonton, AB  CAN",Brandon,WHL,2014-01-01,1,30,N,,72.0,182.0,C,L
Brendan Lemieux,USA,1996-03-15,"Denver, CO  USA",Barrie,OHL,2014-01-01,7,31,N,,72.0,206.0,LW,L
Jayce Hawryluk,CAN,1996-01-01,"Yorkton, SK  CAN",Brandon,WHL,2014-01-01,13,32,N,,70.0,190.0,C,R
Ivan Barbashev,RUS,1995-12-14,"Moscow, Russia",Moncton,QMJHL,2014-01-01,19,33,N,,72.0,180.0,C,L
Mason Mcdonald,CAN,1996-04-23,"Halifax, NS  CAN",Charlottetown,QMJHL,2014-01-01,20,34,N,,76.0,178.0,G,R
Dominik Masin,CZE,1996-02-01,"Mastec Kralove, Czech Republic",Slavia Jr.,CZREP-JR.,2014-01-01,14,35,N,,74.0,189.0,D,L
Thatcher Demko,USA,1995-12-08,"San Diego, CA  USA",Boston College,H-EAST,2014-01-01,23,36,N,,75.0,192.0,G,L
Alex Nedeljkovic,USA,1996-01-07,"Parma, OH  USA",Plymouth,OHL,2014-01-01,12,37,N,,71.0,190.0,G,L
